building_id,mean_temp,std_temp,pct_above_18,pct_below_15
23,14.425498962402344,7.168040752410889,37.76567024984048,53.60035340892357
25,17.00232696533203,6.780345439910889,51.77514034503089,38.64807362026095
26,19.6162166595459,5.8584089279174805,68.56075149095192,22.56008600168932
27,14.992348670959473,6.784873008728027,38.516850482356254,51.11696819263543
68,12.678979873657228,6.753345012664795,26.985456738824475,64.74096910394745
69,14.44774055480957,6.702717304229736,35.34077408343234,53.54328073492746
73,14.716638565063477,6.786553382873535,38.09410268637736,52.28103640120807
75,14.254322052001951,6.78831672668457,34.94817453749807,56.237990378276784
76,14.011825561523438,6.749557018280029,34.450540269577814,56.61412498607553
78,15.695155143737791,6.864985942840576,43.25435618073952,46.742285735606885
79,14.532544136047363,7.082667827606201,37.84213515048268,53.15313268975961
87,14.837894439697266,7.066388130187988,40.27178144242338,50.81489393188735
88,16.06983184814453,6.946804523468018,46.44232819273684,43.97057778409495
108,16.91375732421875,6.7375688552856445,50.96121258867113,39.12281316832031
114,15.048905372619627,7.110055923461914,40.492441478335614,50.6109173028633
124,15.58498191833496,6.831692695617676,41.89048366703256,47.39686818301816
125,15.617445945739746,6.492144107818604,41.0248244696177,47.50617957933367
132,11.495221138000488,6.378221035003662,21.020953887689917,71.9250578231
133,11.777122497558594,6.848392486572266,23.849353330499724,69.87673811403242
136,13.093605995178224,7.046713352203369,29.817757079321343,62.36616301531919
139,12.74675178527832,6.874709129333496,27.06472990159984,64.84637525938818
153,12.374908447265623,6.660419940948486,25.712475359053787,65.77161362996338
154,11.974431991577148,6.838813304901123,24.827720207253886,67.90284974093265
156,14.184999465942385,6.95023250579834,34.75495076889036,55.07430762990006
176,10.212726593017578,6.67161750793457,18.431921357135543,76.9618049629655
178,12.456968307495115,7.565611362457275,30.626797396612904,63.3154504633289
179,12.556360244750977,7.275148391723633,28.1013408533683,65.46741268287425
184,15.236039161682127,6.711654186248779,40.28222126387788,47.5082490046034
195,12.487927436828612,6.682394504547119,25.359472347578244,66.09723567135
201,17.855791091918945,6.477201461791992,55.92463284662247,32.71516813433785
202,13.735296249389648,6.6107282638549805,30.9728980346318,58.24068284991981
203,12.939400672912598,6.561154365539551,26.91584769883465,64.12652381719563
223,15.328380584716797,6.919428825378418,41.65453691075174,48.58282426562447
265,13.66601276397705,7.107973098754883,33.91744396310607,57.85947521107339
